PMC001xxxxxx/PMC1887775.xml,J Gen Physiol. 1998 Jan 1; 111(1):7-37,PMC1887775,2022-01-13 09:37:21,9417132,CC BY-NC-SA,no,1998,1.0
PMC001xxxxxx/PMC1828539.xml,J Cell Biol. 1998 Jun 29; 141(7):1601-1611,PMC1828539,2022-01-13 07:15:24,9647652,CC BY-NC-SA,no,1998,6.0
PMC001xxxxxx/PMC1424221.xml,J Cell Biol. 1998 Sep 21; 142(6):1399-1411,PMC1424221,2022-01-13 07:15:32,9744873,CC BY-NC-SA,no,1998,9.0
PMC001xxxxxx/PMC1887682.xml,J Exp Med. 1999 Jan 4; 189(1):195-205,PMC1887682,2022-01-13 08:36:41,9874576,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887683.xml,J Exp Med. 1999 Jan 4; 189(1):63-73,PMC1887683,2022-01-13 08:36:42,9874564,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887684.xml,J Exp Med. 1999 Jan 4; 189(1):111-121,PMC1887684,2022-01-13 08:36:42,9874568,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887685.xml,J Exp Med. 1999 Jan 4; 189(1):25-35,PMC1887685,2022-01-13 08:36:42,9874561,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887686.xml,J Exp Med. 1999 Jan 4; 189(1):123-129,PMC1887686,2022-01-13 08:36:42,9874569,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887687.xml,J Exp Med. 1999 Jan 4; 189(1):13-24,PMC1887687,2022-01-13 08:36:42,9874560,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887688.xml,J Exp Med. 1999 Jan 4; 189(1):89-102,PMC1887688,2022-01-13 08:36:42,9874566,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887689.xml,J Exp Med. 1999 Jan 4; 189(1):51-62,PMC1887689,2022-01-13 08:36:42,9874563,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887690.xml,J Exp Med. 1999 Jan 4; 189(1):169-178,PMC1887690,2022-01-13 08:36:42,9874573,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887691.xml,J Exp Med. 1999 Jan 4; 189(1):131-144,PMC1887691,2022-01-13 08:36:42,9874570,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887692.xml,J Exp Med. 1999 Jan 4; 189(1):103-110,PMC1887692,2022-01-13 08:36:42,9874567,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887693.xml,J Exp Med. 1999 Jan 4; 189(1):179-186,PMC1887693,2022-01-13 08:36:42,9874574,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887694.xml,J Exp Med. 1999 Jan 4; 189(1):159-168,PMC1887694,2022-01-13 08:36:42,9874572,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887695.xml,J Exp Med. 1999 Jan 4; 189(1):75-88,PMC1887695,2022-01-13 08:36:42,9874565,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887696.xml,J Exp Med. 1999 Jan 4; 189(1):cover,PMC1887696,2022-01-13 08:36:42,0,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887697.xml,J Exp Med. 1999 Jan 4; 189(1):145-158,PMC1887697,2022-01-13 08:36:42,9874571,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887698.xml,J Exp Med. 1999 Jan 4; 189(1):207a-212,PMC1887698,2022-01-13 08:36:42,9874578,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887699.xml,J Exp Med. 1999 Jan 4; 189(1):187-194,PMC1887699,2022-01-13 08:36:42,9874575,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887700.xml,J Exp Med. 1999 Jan 4; 189(1):1-12,PMC1887700,2022-01-13 08:36:42,9874559,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1887701.xml,J Exp Med. 1999 Jan 4; 189(1):37-50,PMC1887701,2022-01-13 08:36:42,9874562,CC BY-NC-SA,no,1999,1.0
PMC001xxxxxx/PMC1785326.xml,J Cell Biol. 1999 Sep 20; 146(6):1333-1350,PMC1785326,2022-01-13 07:18:22,10491395,CC BY-NC-SA,no,1999,9.0
PMC001xxxxxx/PMC1887776.xml,J Gen Physiol. 2000 Jan 1; 115(1):29-32,PMC1887776,2022-01-13 09:48:18,10613916,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887777.xml,J Gen Physiol. 2000 Jan 1; 115(1):3-16,PMC1887777,2022-01-13 09:48:18,10613914,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887778.xml,J Gen Physiol. 2000 Jan 1; 115(1):81-92,PMC1887778,2022-01-13 09:48:18,10613920,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887779.xml,J Gen Physiol. 2000 Jan 1; 115(1):59-80,PMC1887779,2022-01-13 09:48:18,10613919,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887780.xml,J Gen Physiol. 2000 Jan 1; 115(1):51-58,PMC1887780,2022-01-13 09:48:18,10613918,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887781.xml,J Gen Physiol. 2000 Jan 1; 115(1):33-50,PMC1887781,2022-01-13 09:48:18,10613917,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887782.xml,J Gen Physiol. 2000 Jan 1; 115(1):17-27,PMC1887782,2022-01-13 09:48:18,10613915,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887783.xml,J Gen Physiol. 2000 Jan 1; 115(1):1-2,PMC1887783,2022-01-13 09:48:18,0,CC BY-NC-SA,no,2000,1.0
PMC001xxxxxx/PMC1887702.xml,J Exp Med. 2000 Jul 3; 192(1):11-22,PMC1887702,2022-01-13 08:41:56,10880522,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887703.xml,J Exp Med. 2000 Jul 3; 192(1):117-122,PMC1887703,2022-01-13 08:41:56,10880532,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887704.xml,J Exp Med. 2000 Jul 3; 192(1):53-62,PMC1887704,2022-01-13 08:41:56,10880526,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887705.xml,J Exp Med. 2000 Jul 3; 192(1):77-86,PMC1887705,2022-01-13 08:41:56,10880528,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887706.xml,J Exp Med. 2000 Jul 3; 192(1):129-136,PMC1887706,2022-01-13 08:41:56,10880534,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887707.xml,J Exp Med. 2000 Jul 3; 192(1):99-104,PMC1887707,2022-01-13 08:41:56,10880530,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887708.xml,J Exp Med. 2000 Jul 3; 192(1):87-98,PMC1887708,2022-01-13 08:41:56,10880529,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887709.xml,J Exp Med. 2000 Jul 3; 192(1):23-30,PMC1887709,2022-01-13 08:41:56,10880523,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887710.xml,J Exp Med. 2000 Jul 3; 192(1):123-128,PMC1887710,2022-01-13 08:41:56,10880533,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887711.xml,J Exp Med. 2000 Jul 3; 192(1):63-76,PMC1887711,2022-01-13 08:41:56,10880527,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887712.xml,J Exp Med. 2000 Jul 3; 192(1):1-10,PMC1887712,2022-01-13 08:41:56,10880521,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887713.xml,J Exp Med. 2000 Jul 3; 192(1):105-116,PMC1887713,2022-01-13 08:41:57,10880531,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887714.xml,J Exp Med. 2000 Jul 3; 192(1):31-40,PMC1887714,2022-01-13 08:41:57,10880524,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887715.xml,J Exp Med. 2000 Jul 3; 192(1):41-52,PMC1887715,2022-01-13 08:41:57,10880525,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887716.xml,J Exp Med. 2000 Jul 3; 192(1):137-144,PMC1887716,2022-01-13 08:41:57,10880535,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1887717.xml,J Exp Med. 2000 Jul 3; 192(1):145-150,PMC1887717,2022-01-13 08:41:57,10880536,CC BY-NC-SA,no,2000,7.0
PMC001xxxxxx/PMC1255917.xml,J Cell Biol. 2001 Jul 23; 154(2):283-292,PMC1255917,2022-01-13 07:19:29,11470818,CC BY-NC-SA,no,2001,7.0
PMC001xxxxxx/PMC1255922.xml,J Cell Biol. 2001 Sep 3; 154(5):913-924,PMC1255922,2022-01-13 07:19:32,11535615,CC BY-NC-SA,no,2001,9.0
PMC001xxxxxx/PMC1307503.xml,J Cell Biol. 2002 Jan 7; 156(1):75-86,PMC1307503,2022-01-13 07:20:15,11781335,CC BY-NC-SA,no,2002,1.0
PMC001xxxxxx/PMC1855215.xml,J Cell Biol. 2002 Apr 15; 157(2):219-229,PMC1855215,2022-01-13 07:20:21,11940606,CC BY-NC-SA,no,2002,4.0
PMC001xxxxxx/PMC1255929.xml,J Cell Biol. 2003 Apr 28; 161(2):257-266,PMC1255929,2022-01-13 07:22:09,12707307,CC BY-NC-SA,no,2003,4.0
PMC001xxxxxx/PMC1744711.xml,Sex Transm Infect. 2003 Aug; 79(4):320-322,PMC1744711,2022-01-12 17:47:38,12902585,CC BY-NC,no,2003,8.0
PMC001xxxxxx/PMC1761110.xml,J Cell Biol. 2003 Sep 1; 162(5):919-932,PMC1761110,2022-01-13 07:22:14,12952942,CC BY-NC-SA,no,2003,9.0
PMC001xxxxxx/PMC1865475.xml,J Exp Med. 2003 Sep 1; 198(5):797-807,PMC1865475,2022-01-13 08:52:06,12939343,CC BY-NC-SA,no,2003,9.0
PMC001xxxxxx/PMC1480412.xml,J Gen Physiol. 2003 Oct; 122(4):419-444,PMC1480412,2022-01-13 09:51:25,12975449,CC BY-NC-SA,no,2003,10.0
PMC001xxxxxx/PMC1592647.xml,J Exp Med. 2003 Nov 17; 198(10):1583-1593,PMC1592647,2022-01-13 08:52:48,14623912,CC BY-NC-SA,no,2003,11.0
PMC001xxxxxx/PMC1435730.xml,J Cell Biol. 2003 Dec 22; 163(6):1313-1326,PMC1435730,2022-01-13 07:22:20,14691139,CC BY-NC-SA,no,2003,12.0
PMC001xxxxxx/PMC1705953.xml,J Cell Biol. 2003 Dec 8; 163(5):973-985,PMC1705953,2022-01-13 07:22:19,14662743,CC BY-NC-SA,no,2003,12.0
PMC001xxxxxx/PMC1193645.xml,J Exp Med. 2004 Jan 5; 199(1):25-34,PMC1193645,2022-01-13 08:52:49,14699080,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1797415.xml,J Exp Med. 2004 Jan 19; 199(2):243-254,PMC1797415,2022-01-13 08:52:50,14718513,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887718.xml,J Exp Med. 2004 Jan 5; 199(1):69-80,PMC1887718,2022-01-13 08:52:49,14699085,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887719.xml,J Exp Med. 2004 Jan 5; 199(1):131-136,PMC1887719,2022-01-13 08:52:49,14699084,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887720.xml,J Exp Med. 2004 Jan 5; 199(1):99-112,PMC1887720,2022-01-13 08:52:49,14707117,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887722.xml,J Exp Med. 2004 Jan 5; 199(1):145-150,PMC1887722,2022-01-13 08:52:49,14699083,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887723.xml,J Exp Med. 2004 Jan 5; 199(1):81-90,PMC1887723,2022-01-13 08:52:49,14699082,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887724.xml,J Exp Med. 2004 Jan 5; 199(1):15-24,PMC1887724,2022-01-13 08:52:49,14707112,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887725.xml,J Exp Med. 2004 Jan 5; 199(1):91-98,PMC1887725,2022-01-13 08:52:49,14707116,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887726.xml,J Exp Med. 2004 Jan 5; 199(1):5-14,PMC1887726,2022-01-13 08:52:49,14707111,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887727.xml,J Exp Med. 2004 Jan 5; 199(1):59-68,PMC1887727,2022-01-13 08:52:49,14707115,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887728.xml,J Exp Med. 2004 Jan 5; 199(1):1-4,PMC1887728,2022-01-13 08:52:50,14707110,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887729.xml,J Exp Med. 2004 Jan 5; 199(1):137-144,PMC1887729,2022-01-13 08:52:50,14707119,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887730.xml,J Exp Med. 2004 Jan 5; 199(1):113-124,PMC1887730,2022-01-13 08:52:50,14699081,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887731.xml,J Exp Med. 2004 Jan 5; 199(1):125-130,PMC1887731,2022-01-13 08:52:50,14707118,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887732.xml,J Exp Med. 2004 Jan 5; 199(1):35-46,PMC1887732,2022-01-13 08:52:50,14707113,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1887733.xml,J Exp Med. 2004 Jan 5; 199(1):47-58,PMC1887733,2022-01-13 08:52:50,14707114,CC BY-NC-SA,no,2004,1.0
PMC001xxxxxx/PMC1360214.xml,J Cell Biol. 2004 Feb 2; 164(3):373-383,PMC1360214,2022-01-13 07:22:21,14745001,CC BY-NC-SA,no,2004,2.0
PMC001xxxxxx/PMC1389615.xml,J Gen Physiol. 2004 Mar; 123(3):295-304,PMC1389615,2022-01-13 09:51:29,14981138,CC BY-NC-SA,no,2004,3.0
PMC001xxxxxx/PMC1615912.xml,J Cell Biol. 2004 Mar 1; 164(5):739-746,PMC1615912,2022-01-13 07:22:22,14981095,CC BY-NC-SA,no,2004,3.0
PMC001xxxxxx/PMC1630494.xml,J Cell Biol. 2004 Mar 15; 164(6):831-842,PMC1630494,2022-01-13 07:23:00,15024031,CC BY-NC-SA,no,2004,3.0
PMC001xxxxxx/PMC1289150.xml,J Cell Biol. 2004 Apr 12; 165(1):63-75,PMC1289150,2022-01-13 07:23:03,15067021,CC BY-NC-SA,no,2004,4.0
PMC001xxxxxx/PMC1361263.xml,J Exp Med. 2004 Apr 19; 199(8):1133-1142,PMC1361263,2022-01-13 08:52:51,15096539,CC BY-NC-SA,no,2004,4.0
PMC001xxxxxx/PMC1360213.xml,J Cell Biol. 2004 Aug 16; 166(4):447-453,PMC1360213,2022-01-13 07:23:08,15314061,CC BY-NC-SA,no,2004,8.0
PMC001xxxxxx/PMC1361683.xml,J Cell Biol. 2004 Aug 30; 166(5):709-715,PMC1361683,2022-01-13 07:23:09,15337779,CC BY-NC-SA,no,2004,8.0
PMC001xxxxxx/PMC1401226.xml,J Cell Biol. 2004 Aug 16; 166(4):465-471,PMC1401226,2022-01-13 07:23:08,15314063,CC BY-NC-SA,no,2004,8.0
PMC001xxxxxx/PMC1868564.xml,J Cell Biol. 2004 Aug 16; 166(4):537-548,PMC1868564,2022-01-13 07:23:08,15302852,CC BY-NC-SA,no,2004,8.0
PMC001xxxxxx/PMC1534123.xml,J Cell Biol. 2004 Sep 27; 166(7):991-1001,PMC1534123,2022-01-13 07:23:10,15452142,CC BY-NC-SA,no,2004,9.0
PMC001xxxxxx/PMC1781344.xml,J Cell Biol. 2004 Nov 22; 167(4):639-647,PMC1781344,2000-01-01 00:00:00,15545320,CC BY-NC-SA,no,2004,11.0
PMC001xxxxxx/PMC1237012.xml,J Exp Med. 2004 Dec 6; 200(11):1395-1405,PMC1237012,2022-01-13 08:53:02,15583013,CC BY-NC-SA,no,2004,12.0
PMC001xxxxxx/PMC1414780.xml,J Gen Physiol. 2005 Jan; 125(1):57-69,PMC1414780,2022-01-13 09:51:38,15623895,CC BY-NC-SA,no,2005,1.0
PMC001xxxxxx/PMC1995445.xml,J Exp Med. 2005 Jan 3; 201(1):27-33,PMC1995445,2022-01-13 09:00:13,15630135,CC BY-NC-SA,no,2005,1.0
PMC001xxxxxx/PMC1237122.xml,J Exp Med. 2005 Feb 7; 201(3):341-348,PMC1237122,2022-01-13 09:00:15,15699070,CC BY-NC-SA,no,2005,2.0
PMC001xxxxxx/PMC1868566.xml,J Exp Med. 2005 Feb 21; 201(4):517-522,PMC1868566,2022-01-13 09:00:15,15728235,CC BY-NC-SA,no,2005,2.0
PMC001xxxxxx/PMC1282461.xml,J Gen Physiol. 2005 Mar; 125(3):335-344,PMC1282461,2022-01-13 09:51:40,15738051,CC BY-NC-SA,no,2005,3.0
PMC001xxxxxx/PMC1351290.xml,J Exp Med. 2005 Mar 7; 201(5):747-754,PMC1351290,2022-01-13 09:00:57,15753208,CC BY-NC-SA,no,2005,3.0
PMC001xxxxxx/PMC1289160.xml,J Gen Physiol. 2005 Apr; 125(4):377-394,PMC1289160,2022-01-13 09:52:21,15767296,CC BY-NC-SA,no,2005,4.0
PMC001xxxxxx/PMC1351127.xml,J Cell Biol. 2005 Apr 11; 169(1):49-60,PMC1351127,2022-01-13 07:23:19,15824131,CC BY-NC-SA,no,2005,4.0
PMC001xxxxxx/PMC1382195.xml,J Gen Physiol. 2005 Apr; 125(4):361-375,PMC1382195,2022-01-13 09:52:21,15767295,CC BY-NC-SA,no,2005,4.0
PMC001xxxxxx/PMC1538971.xml,J Exp Med. 2005 Apr 4; 201(7):1125-1134,PMC1538971,2022-01-13 09:01:00,15795236,CC BY-NC-SA,no,2005,4.0
PMC001xxxxxx/PMC1389847.xml,J Exp Med. 2005 May 2; 201(9):1503-1517,PMC1389847,2022-01-13 09:01:01,15867097,CC BY-NC-SA,no,2005,5.0
PMC001xxxxxx/PMC1364507.xml,J Exp Med. 2005 Jun 20; 201(12):1973-1985,PMC1364507,2022-01-13 09:01:02,15967825,CC BY-NC-SA,no,2005,6.0
PMC001xxxxxx/PMC1952536.xml,J Exp Med. 2005 Jun 6; 201(11):1771-1780,PMC1952536,2022-01-13 09:01:02,15939792,CC BY-NC-SA,no,2005,6.0
PMC001xxxxxx/PMC1351313.xml,J Cell Biol. 2005 Jul 18; 170(2):183-190,PMC1351313,2022-01-13 07:26:07,16009725,CC BY-NC-SA,no,2005,7.0
PMC001xxxxxx/PMC1283094.xml,J Cell Biol. 2005 Aug 15; 170(4):559-570,PMC1283094,2022-01-13 07:26:07,16103225,CC BY-NC-SA,no,2005,8.0
PMC001xxxxxx/PMC1378109.xml,J Exp Med. 2005 Sep 5; 202(5):617-624,PMC1378109,2022-01-13 09:01:06,16129702,CC BY-NC-SA,no,2005,9.0
PMC001xxxxxx/PMC1804288.xml,J Cell Biol. 2005 Sep 12; 170(6):959-969,PMC1804288,2000-01-01 00:00:00,16157705,CC BY-NC-SA,no,2005,9.0
PMC001xxxxxx/PMC1373686.xml,J Exp Med. 2005 Oct 17; 202(8):1031-1036,PMC1373686,2022-01-13 09:01:08,16216891,CC BY-NC-SA,no,2005,10.0
PMC001xxxxxx/PMC1397916.xml,J Exp Med. 2005 Oct 3; 202(7):907-912,PMC1397916,2022-01-13 09:01:07,16203864,CC BY-NC-SA,no,2005,10.0
PMC001xxxxxx/PMC1936436.xml,J Cell Biol. 2005 Oct 10; 171(1):143-152,PMC1936436,2022-01-13 07:26:10,16216927,CC BY-NC-SA,no,2005,10.0
PMC001xxxxxx/PMC1343528.xml,J Cell Biol. 2005 Nov 7; 171(3):537-547,PMC1343528,2022-01-13 07:26:11,16275756,CC BY-NC-SA,no,2005,11.0
PMC001xxxxxx/PMC1350947.xml,J Exp Med. 2005 Nov 7; 202(9):1185-1190,PMC1350947,2022-01-13 09:01:09,16260490,CC BY-NC-SA,no,2005,11.0
PMC001xxxxxx/PMC1459911.xml,J Exp Med. 2005 Nov 7; 202(9):1279-1288,PMC1459911,2022-01-13 09:01:09,16275765,CC BY-NC-SA,no,2005,11.0
PMC001xxxxxx/PMC1626352.xml,J Cell Biol. 2005 Nov 7; 171(3):559-568,PMC1626352,2022-01-13 07:26:11,16275757,CC BY-NC-SA,no,2005,11.0
PMC001xxxxxx/PMC1794167.xml,J Gen Physiol. 2005 Nov; 126(5):419-428,PMC1794167,2022-01-13 09:52:27,16260836,CC BY-NC-SA,no,2005,11.0
PMC001xxxxxx/PMC1934410.xml,J Cell Biol. 2005 Nov 7; 171(3):517-526,PMC1934410,2022-01-13 07:26:11,16260498,CC BY-NC-SA,no,2005,11.0
PMC001xxxxxx/PMC1350743.xml,J Exp Med. 2005 Dec 5; 202(11):1539-1547,PMC1350743,2022-01-13 09:01:11,16314435,CC BY-NC-SA,no,2005,12.0
PMC001xxxxxx/PMC1382337.xml,J Cell Biol. 2005 Dec 19; 171(6):967-979,PMC1382337,2022-01-13 07:26:13,16365163,CC BY-NC-SA,no,2005,12.0
PMC001xxxxxx/PMC1828541.xml,J Cell Biol. 2005 Dec 5; 171(5):811-821,PMC1828541,2022-01-13 07:26:12,16330711,CC BY-NC-SA,no,2005,12.0
PMC001xxxxxx/PMC1513541.xml,J Cell Biol. 2006 Jan 30; 172(3):331-333,PMC1513541,2022-01-13 07:26:13,16431930,CC BY-NC-SA,no,2006,1.0
PMC001xxxxxx/PMC1942172.xml,Yale J Biol Med. 2006 Mar; 79(1):40b-41,PMC1942172,2022-01-14 03:01:24,0,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942173.xml,Yale J Biol Med. 2006 Mar; 79(1):39-40,PMC1942173,2022-01-14 03:01:24,0,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942174.xml,Yale J Biol Med. 2006 Mar; 79(1):1-7,PMC1942174,2022-01-14 03:01:24,17876370,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942175.xml,Yale J Biol Med. 2006 Mar; 79(1):9-17,PMC1942175,2022-01-14 03:01:25,17876371,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942176.xml,Yale J Biol Med. 2006 Mar; 79(1):40a,PMC1942176,2022-01-14 03:01:25,0,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942177.xml,Yale J Biol Med. 2006 Mar; 79(1):27-33,PMC1942177,2022-01-14 03:01:25,17876373,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942178.xml,Yale J Biol Med. 2006 Mar; 79(1):19-26,PMC1942178,2022-01-14 03:01:25,17876372,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1942179.xml,Yale J Biol Med. 2006 Mar; 79(1):35-38,PMC1942179,2022-01-14 03:01:25,17876374,CC BY-NC,no,2006,3.0
PMC001xxxxxx/PMC1584282.xml,J Exp Med. 2006 Apr 17; 203(4):1093-1104,PMC1584282,2022-01-13 09:01:15,16606669,CC BY-NC-SA,no,2006,4.0
PMC001xxxxxx/PMC1800834.xml,J Exp Med. 2006 Apr 17; 203(4):843-849,PMC1800834,2022-01-13 09:01:15,16606667,CC BY-NC-SA,no,2006,4.0
PMC001xxxxxx/PMC1464409.xml,Nucleic Acids Res. 2006 May 22; 34(9):2761-2772,PMC1464409,2022-01-12 17:40:49,16717281,CC BY-NC,no,2006,5.0
PMC001xxxxxx/PMC1472625.xml,Nucleic Acids Res. 2006 May 24; 34(9):2845,PMC1472625,2022-01-12 14:27:15,0,CC BY-NC,no,2006,5.0
PMC001xxxxxx/PMC1474052.xml,Nucleic Acids Res. 2006 May 31; 34(10):3008-3019,PMC1474052,2022-01-12 14:27:35,16738139,CC BY-NC,no,2006,5.0
PMC001xxxxxx/PMC1474056.xml,Nucleic Acids Res. 2006 May 31; 34(10):2943-2952,PMC1474056,2022-01-12 14:27:35,16738133,CC BY-NC,no,2006,5.0
PMC001xxxxxx/PMC1474057.xml,Nucleic Acids Res. 2006 May 31; 34(10):2976-2983,PMC1474057,2022-01-12 14:27:35,16738136,CC BY-NC,no,2006,5.0
PMC001xxxxxx/PMC1474058.xml,Nucleic Acids Res. 2006 May 31; 34(10):2998-3007,PMC1474058,2022-01-12 14:27:35,16738138,CC BY-NC,no,2006,5.0
